id,sender,clean_subject,clean_body,clean_text,label
559,accounts.payable@finance.example.com,Password Expiry Notification - Act Within 24 Hours,"Dear Customer, Reply with your employee ID and one time passcode to complete the check. You have been selected to receive a limited time reward, claim it before it expires. Failure to respond will result in the immediate closure of your account. Attached is the invoice for the consultancy hours logged in the last cycle. Click the secure link below to confirm your login credentials immediately. We could not process your last payment, please resubmit your card details. This message relates to the reference number quoted above. Congratulations, you are the lucky winner of this quarter draw. Act now, this security notice will expire in a few hours.","Password Expiry Notification - Act Within 24 Hours Dear Customer, Reply with your employee ID and one time passcode to complete the check. You have been selected to receive a limited time reward, claim it before it expires. Failure to respond will result in the immediate closure of your account. Attached is the invoice for the consultancy hours logged in the last cycle. Click the secure link below to confirm your login credentials immediately. We could not process your last payment, please resubmit your card details. This message relates to the reference number quoted above. Congratulations, you are the lucky winner of this quarter draw. Act now, this security notice will expire in a few hours.",1
2341,accounts.payable@partners.example.com,Server migration completed successfully,"Hi Sam, Our supplier has confirmed the revised delivery schedule for next quarter. Attaching the agenda so everyone can add items ahead of the session. The server migration completed overnight with no reported downtime. Please let me know if you need anything else from my side. Could you confirm whether the vendor quotation was received before the deadline. Could you confirm whether the vendor quotation was received before the deadline. I have added your name to the distribution list for the monthly newsletter. The sprint retrospective has been moved to Thursday at eleven in the morning. I have added your name to the distribution list for the monthly newsletter.","Server migration completed successfully Hi Sam, Our supplier has confirmed the revised delivery schedule for next quarter. Attaching the agenda so everyone can add items ahead of the session. The server migration completed overnight with no reported downtime. Please let me know if you need anything else from my side. Could you confirm whether the vendor quotation was received before the deadline. Could you confirm whether the vendor quotation was received before the deadline. I have added your name to the distribution list for the monthly newsletter. The sprint retrospective has been moved to Thursday at eleven in the morning. I have added your name to the distribution list for the monthly newsletter.",0
1243,accounts.payable@hr.example.com,Invoice for consultancy hours - Q2,"Hi Sam, The design team has uploaded the latest mockups for a second opinion. Attached is the invoice for the consultancy hours logged in the last cycle. The quarterly compliance training window opens at the start of next month. The office will be closed on Monday for the scheduled facilities maintenance. Payroll has confirmed that the revised timesheets were processed on time. Attaching the agenda so everyone can add items ahead of the session. I have shared the updated budget worksheet on the team drive for your comments. Payroll has confirmed that the revised timesheets were processed on time. Further information is available on request. Attached is the invoice for the consultancy hours logged in the last cycle.","Invoice for consultancy hours - Q2 Hi Sam, The design team has uploaded the latest mockups for a second opinion. Attached is the invoice for the consultancy hours logged in the last cycle. The quarterly compliance training window opens at the start of next month. The office will be closed on Monday for the scheduled facilities maintenance. Payroll has confirmed that the revised timesheets were processed on time. Attaching the agenda so everyone can add items ahead of the session. I have shared the updated budget worksheet on the team drive for your comments. Payroll has confirmed that the revised timesheets were processed on time. Further information is available on request. Attached is the invoice for the consultancy hours logged in the last cycle.",0
1073,verification@notice-center.example.net,Final Notice: Payment Authorisation Pending,"Dear Customer, Failure to respond will result in the immediate closure of your account. Act now, this security notice will expire in a few hours. Your account has been temporarily suspended due to unusual sign in activity. Urgent action is required to keep your subscription active. Our security team detected an unauthorised attempt from a foreign IP address. You must verify your identity within 24 hours or access will be permanently revoked. Click here to verify !","Final Notice: Payment Authorisation Pending Dear Customer, Failure to respond will result in the immediate closure of your account. Act now, this security notice will expire in a few hours. Your account has been temporarily suspended due to unusual sign in activity. Urgent action is required to keep your subscription active. Our security team detected an unauthorised attempt from a foreign IP address. You must verify your identity within 24 hours or access will be permanently revoked. Click here to verify !",1
1061,accounts.payable@corp.example.com,Quick question about the reference number,"Hi all, Update your billing information now to avoid an interruption of service. Please find attached the minutes from yesterday's project review meeting. We will need one more reviewer before this pull request can be merged. Payroll has confirmed that the revised timesheets were processed on time. Thanks for turning the draft around so quickly, the changes look good to me. The quarterly compliance training window opens at the start of next month.","Quick question about the reference number Hi all, Update your billing information now to avoid an interruption of service. Please find attached the minutes from yesterday's project review meeting. We will need one more reviewer before this pull request can be merged. Payroll has confirmed that the revised timesheets were processed on time. Thanks for turning the draft around so quickly, the changes look good to me. The quarterly compliance training window opens at the start of next month.",0
2304,security@security-alert.example.net,Action Required - Verify Your Identity Now,"Dear Customer, Your account has been temporarily suspended due to unusual sign in activity. We could not process your last payment, please resubmit your card details. Click the secure link below to confirm your login credentials immediately. Reply with your employee ID and one time passcode to complete the check. Regards and best wishes for the week ahead. This is your final notice regarding the pending transaction on your account. Urgent action is required to keep your subscription active. Verify your details using the form attached to this message. Congratulations, you are the lucky winner of this quarter draw. Click here to verify !!!","Action Required - Verify Your Identity Now Dear Customer, Your account has been temporarily suspended due to unusual sign in activity. We could not process your last payment, please resubmit your card details. Click the secure link below to confirm your login credentials immediately. Reply with your employee ID and one time passcode to complete the check. Regards and best wishes for the week ahead. This is your final notice regarding the pending transaction on your account. Urgent action is required to keep your subscription active. Verify your details using the form attached to this message. Congratulations, you are the lucky winner of this quarter draw. Click here to verify !!!",1
1672,hr.notices@corp.example.com,Agenda for Friday's steering committee,"Hi Sam, The onboarding checklist for the new interns is ready for your sign off. Could you confirm whether the vendor quotation was received before the deadline. Could you confirm whether the vendor quotation was received before the deadline. Kindly refer to the details provided below. The server migration completed overnight with no reported downtime. The server migration completed overnight with no reported downtime. Payroll has confirmed that the revised timesheets were processed on time. The design team has uploaded the latest mockups for a second opinion. The release notes for version four have been published on the internal wiki.","Agenda for Friday's steering committee Hi Sam, The onboarding checklist for the new interns is ready for your sign off. Could you confirm whether the vendor quotation was received before the deadline. Could you confirm whether the vendor quotation was received before the deadline. Kindly refer to the details provided below. The server migration completed overnight with no reported downtime. The server migration completed overnight with no reported downtime. Payroll has confirmed that the revised timesheets were processed on time. The design team has uploaded the latest mockups for a second opinion. The release notes for version four have been published on the internal wiki.",0
390,verification@billing-update.example.net,Final Notice: Payment Authorisation Pending,"Dear Customer, We will need one more reviewer before this pull request can be merged. Click the secure link below to confirm your login credentials immediately. Your mailbox storage is full and outgoing messages are being blocked. Your package could not be delivered, reschedule using the tracking link. !!!","Final Notice: Payment Authorisation Pending Dear Customer, We will need one more reviewer before this pull request can be merged. Click the secure link below to confirm your login credentials immediately. Your mailbox storage is full and outgoing messages are being blocked. Your package could not be delivered, reschedule using the tracking link. !!!",1
2258,r.krishnan@engineering.example.com,Information you requested,"Hi all, The onboarding checklist for the new interns is ready for your sign off. Please review the risk register before Friday's steering committee call. Thanks for turning the draft around so quickly, the changes look good to me. Click the secure link below to confirm your login credentials immediately. Please do not share this message with anyone in your organisation.","Information you requested Hi all, The onboarding checklist for the new interns is ready for your sign off. Please review the risk register before Friday's steering committee call. Thanks for turning the draft around so quickly, the changes look good to me. Click the secure link below to confirm your login credentials immediately. Please do not share this message with anyone in your organisation.",0
708,accounts.payable@finance.example.com,Password Expiry Notification - Act Within 24 Hours,"Hi Sam, Your package could not be delivered, reschedule using the tracking link. Please review the risk register before Friday's steering committee call. Thank you for your time and attention to this matter. Payroll has confirmed that the revised timesheets were processed on time. Thanks for turning the draft around so quickly, the changes look good to me. Could you confirm whether the vendor quotation was received before the deadline. The release notes for version four have been published on the internal wiki. The office will be closed on Monday for the scheduled facilities maintenance. The design team has uploaded the latest mockups for a second opinion.","Password Expiry Notification - Act Within 24 Hours Hi Sam, Your package could not be delivered, reschedule using the tracking link. Please review the risk register before Friday's steering committee call. Thank you for your time and attention to this matter. Payroll has confirmed that the revised timesheets were processed on time. Thanks for turning the draft around so quickly, the changes look good to me. Could you confirm whether the vendor quotation was received before the deadline. The release notes for version four have been published on the internal wiki. The office will be closed on Monday for the scheduled facilities maintenance. The design team has uploaded the latest mockups for a second opinion.",0
2048,r.krishnan@finance.example.com,Agenda for Friday's steering committee,"Hi Arun, Attached is the invoice for the consultancy hours logged in the last cycle. I have added your name to the distribution list for the monthly newsletter. Please review the risk register before Friday's steering committee call. Payroll has confirmed that the revised timesheets were processed on time. Our supplier has confirmed the revised delivery schedule for next quarter.","Agenda for Friday's steering committee Hi Arun, Attached is the invoice for the consultancy hours logged in the last cycle. I have added your name to the distribution list for the monthly newsletter. Please review the risk register before Friday's steering committee call. Payroll has confirmed that the revised timesheets were processed on time. Our supplier has confirmed the revised delivery schedule for next quarter.",0
1863,security@secure-verify.example.net,Final Notice: Payment Authorisation Pending,"Dear Customer, Your package could not be delivered, reschedule using the tracking link. Reply with your employee ID and one time passcode to complete the check. Update your billing information now to avoid an interruption of service. I have shared the updated budget worksheet on the team drive for your comments. Verify your details using the form attached to this message. Act now, this security notice will expire in a few hours. Our security team detected an unauthorised attempt from a foreign IP address. Click here to verify !","Final Notice: Payment Authorisation Pending Dear Customer, Your package could not be delivered, reschedule using the tracking link. Reply with your employee ID and one time passcode to complete the check. Update your billing information now to avoid an interruption of service. I have shared the updated budget worksheet on the team drive for your comments. Verify your details using the form attached to this message. Act now, this security notice will expire in a few hours. Our security team detected an unauthorised attempt from a foreign IP address. Click here to verify !",1
645,n.banerjee@finance.example.com,Password Expiry Notification - Act Within 24 Hours,"Dear Customer, Please let me know if you need anything else from my side. Confirm your password to restore full access to the customer portal. Kindly refer to the details provided below. Our security team detected an unauthorised attempt from a foreign IP address. You must verify your identity within 24 hours or access will be permanently revoked. Confirm your password to restore full access to the customer portal. The office will be closed on Monday for the scheduled facilities maintenance. A payment of nine hundred dollars is awaiting your authorisation. Attached is the invoice for the consultancy hours logged in the last cycle. Click here to verify","Password Expiry Notification - Act Within 24 Hours Dear Customer, Please let me know if you need anything else from my side. Confirm your password to restore full access to the customer portal. Kindly refer to the details provided below. Our security team detected an unauthorised attempt from a foreign IP address. You must verify your identity within 24 hours or access will be permanently revoked. Confirm your password to restore full access to the customer portal. The office will be closed on Monday for the scheduled facilities maintenance. A payment of nine hundred dollars is awaiting your authorisation. Attached is the invoice for the consultancy hours logged in the last cycle. Click here to verify",1
1726,s.iyer@vendor.example.org,Onboarding checklist for new interns,"Hi Priya, Please find attached the minutes from yesterday's project review meeting. Recruitment has scheduled three interviews for the analyst position. Do reach out if any part of this is unclear. Regards and best wishes for the week ahead.","Onboarding checklist for new interns Hi Priya, Please find attached the minutes from yesterday's project review meeting. Recruitment has scheduled three interviews for the analyst position. Do reach out if any part of this is unclear. Regards and best wishes for the week ahead.",0
2150,s.iyer@finance.example.com,Onboarding checklist for new interns,"Hi Priya, Could you confirm whether the vendor quotation was received before the deadline. Attached is the invoice for the consultancy hours logged in the last cycle. The office will be closed on Monday for the scheduled facilities maintenance. I have added your name to the distribution list for the monthly newsletter.","Onboarding checklist for new interns Hi Priya, Could you confirm whether the vendor quotation was received before the deadline. Attached is the invoice for the consultancy hours logged in the last cycle. The office will be closed on Monday for the scheduled facilities maintenance. I have added your name to the distribution list for the monthly newsletter.",0
1978,priya.sharma@hr.example.com,Your Mailbox Is Full - Immediate Action Needed,"Hi all, I am following up on the message sent earlier this week. Confirm your password to restore full access to the customer portal. A payment of nine hundred dollars is awaiting your authorisation. Update your billing information now to avoid an interruption of service. !!!","Your Mailbox Is Full - Immediate Action Needed Hi all, I am following up on the message sent earlier this week. Confirm your password to restore full access to the customer portal. A payment of nine hundred dollars is awaiting your authorisation. Update your billing information now to avoid an interruption of service. !!!",1
1624,no-reply@account-support.example.net,Information you requested,"Dear Customer, Failure to respond will result in the immediate closure of your account. Our security team detected an unauthorised attempt from a foreign IP address. Congratulations, you are the lucky winner of this quarter draw. Reply with your employee ID and one time passcode to complete the check. Our security team detected an unauthorised attempt from a foreign IP address. Update your billing information now to avoid an interruption of service. Reply with your employee ID and one time passcode to complete the check. Our security team detected an unauthorised attempt from a foreign IP address. You have been selected to receive a limited time reward, claim it before it expires. Confirm your password to restore full access to the customer portal.","Information you requested Dear Customer, Failure to respond will result in the immediate closure of your account. Our security team detected an unauthorised attempt from a foreign IP address. Congratulations, you are the lucky winner of this quarter draw. Reply with your employee ID and one time passcode to complete the check. Our security team detected an unauthorised attempt from a foreign IP address. Update your billing information now to avoid an interruption of service. Reply with your employee ID and one time passcode to complete the check. Our security team detected an unauthorised attempt from a foreign IP address. You have been selected to receive a limited time reward, claim it before it expires. Confirm your password to restore full access to the customer portal.",1
337,accounts.payable@hr.example.com,Sprint retrospective moved to Thursday,"Hi Priya, The office will be closed on Monday for the scheduled facilities maintenance. The sprint retrospective has been moved to Thursday at eleven in the morning. Could you confirm whether the vendor quotation was received before the deadline. Please review the risk register before Friday's steering committee call. Reply with your employee ID and one time passcode to complete the check. Let me know if Tuesday afternoon works for the client walkthrough.","Sprint retrospective moved to Thursday Hi Priya, The office will be closed on Monday for the scheduled facilities maintenance. The sprint retrospective has been moved to Thursday at eleven in the morning. Could you confirm whether the vendor quotation was received before the deadline. Please review the risk register before Friday's steering committee call. Reply with your employee ID and one time passcode to complete the check. Let me know if Tuesday afternoon works for the client walkthrough.",0
768,priya.sharma@corp.example.com,Release notes v4.0 published,"Dear Customer, Do reach out if any part of this is unclear. Thank you for your time and attention to this matter. We appreciate your continued cooperation. Further information is available on request. The onboarding checklist for the new interns is ready for your sign off. Please find attached the minutes from yesterday's project review meeting. Please review the risk register before Friday's steering committee call.","Release notes v4.0 published Dear Customer, Do reach out if any part of this is unclear. Thank you for your time and attention to this matter. We appreciate your continued cooperation. Further information is available on request. The onboarding checklist for the new interns is ready for your sign off. Please find attached the minutes from yesterday's project review meeting. Please review the risk register before Friday's steering committee call.",0
1415,admin-team@notice-center.example.net,Following up on my earlier message,"Dear Customer, This is your final notice regarding the pending transaction on your account. This is your final notice regarding the pending transaction on your account. Please do not share this message with anyone in your organisation. I have added your name to the distribution list for the monthly newsletter. !!!","Following up on my earlier message Dear Customer, This is your final notice regarding the pending transaction on your account. This is your final notice regarding the pending transaction on your account. Please do not share this message with anyone in your organisation. I have added your name to the distribution list for the monthly newsletter. !!!",1
1790,no-reply@notice-center.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, Please do not share this message with anyone in your organisation. Confirm your password to restore full access to the customer portal. Your mailbox storage is full and outgoing messages are being blocked. Verify your details using the form attached to this message. You have been selected to receive a limited time reward, claim it before it expires. Update your billing information now to avoid an interruption of service. Click here to verify","Document Awaiting Your Signature - Expires Tonight Dear Customer, Please do not share this message with anyone in your organisation. Confirm your password to restore full access to the customer portal. Your mailbox storage is full and outgoing messages are being blocked. Verify your details using the form attached to this message. You have been selected to receive a limited time reward, claim it before it expires. Update your billing information now to avoid an interruption of service. Click here to verify",1
954,billing@billing-update.example.net,Update for your records,"Dear Customer, Your mailbox storage is full and outgoing messages are being blocked. Thanks for turning the draft around so quickly, the changes look good to me. Click the secure link below to confirm your login credentials immediately. Verify your details using the form attached to this message. Update your billing information now to avoid an interruption of service. Attaching the agenda so everyone can add items ahead of the session. Congratulations, you are the lucky winner of this quarter draw. Click here to verify","Update for your records Dear Customer, Your mailbox storage is full and outgoing messages are being blocked. Thanks for turning the draft around so quickly, the changes look good to me. Click the secure link below to confirm your login credentials immediately. Verify your details using the form attached to this message. Update your billing information now to avoid an interruption of service. Attaching the agenda so everyone can add items ahead of the session. Congratulations, you are the lucky winner of this quarter draw. Click here to verify",1
1183,security@notice-center.example.net,Server migration completed successfully,"Hi Arun, Please do not share this message with anyone in your organisation. The design team has uploaded the latest mockups for a second opinion. The document is waiting for your signature and expires at midnight tonight. You have been selected to receive a limited time reward, claim it before it expires. We could not process your last payment, please resubmit your card details.","Server migration completed successfully Hi Arun, Please do not share this message with anyone in your organisation. The design team has uploaded the latest mockups for a second opinion. The document is waiting for your signature and expires at midnight tonight. You have been selected to receive a limited time reward, claim it before it expires. We could not process your last payment, please resubmit your card details.",0
2311,priya.sharma@partners.example.com,Following up on my earlier message,"Hi Priya, Could you confirm whether the vendor quotation was received before the deadline. Our supplier has confirmed the revised delivery schedule for next quarter. The design team has uploaded the latest mockups for a second opinion. The office will be closed on Monday for the scheduled facilities maintenance.","Following up on my earlier message Hi Priya, Could you confirm whether the vendor quotation was received before the deadline. Our supplier has confirmed the revised delivery schedule for next quarter. The design team has uploaded the latest mockups for a second opinion. The office will be closed on Monday for the scheduled facilities maintenance.",0
1888,admin-team@customer-desk.example.net,URGENT: Your account will be suspended,"Dear Customer, Click the secure link below to confirm your login credentials immediately. Your package could not be delivered, reschedule using the tracking link. Your account has been temporarily suspended due to unusual sign in activity. Failure to respond will result in the immediate closure of your account. Your account has been temporarily suspended due to unusual sign in activity. !!","URGENT: Your account will be suspended Dear Customer, Click the secure link below to confirm your login credentials immediately. Your package could not be delivered, reschedule using the tracking link. Your account has been temporarily suspended due to unusual sign in activity. Failure to respond will result in the immediate closure of your account. Your account has been temporarily suspended due to unusual sign in activity. !!",1
84,verification@notice-center.example.net,Onboarding checklist for new interns,"Dear Customer, Confirm your password to restore full access to the customer portal. Regards and best wishes for the week ahead. We appreciate your continued cooperation. Thank you for your time and attention to this matter. Please review the risk register before Friday's steering committee call. This is your final notice regarding the pending transaction on your account. !","Onboarding checklist for new interns Dear Customer, Confirm your password to restore full access to the customer portal. Regards and best wishes for the week ahead. We appreciate your continued cooperation. Thank you for your time and attention to this matter. Please review the risk register before Friday's steering committee call. This is your final notice regarding the pending transaction on your account. !",1
1306,security@mail-service.example.net,Following up on my earlier message,"Dear Customer, Congratulations, you are the lucky winner of this quarter draw. I am following up on the message sent earlier this week. Click the secure link below to confirm your login credentials immediately. This is your final notice regarding the pending transaction on your account. Please let me know if you need anything else from my side. Please do not share this message with anyone in your organisation. This is your final notice regarding the pending transaction on your account. Verify your details using the form attached to this message. The document is waiting for your signature and expires at midnight tonight. Click here to verify !!!","Following up on my earlier message Dear Customer, Congratulations, you are the lucky winner of this quarter draw. I am following up on the message sent earlier this week. Click the secure link below to confirm your login credentials immediately. This is your final notice regarding the pending transaction on your account. Please let me know if you need anything else from my side. Please do not share this message with anyone in your organisation. This is your final notice regarding the pending transaction on your account. Verify your details using the form attached to this message. The document is waiting for your signature and expires at midnight tonight. Click here to verify !!!",1
1365,s.iyer@engineering.example.com,Quick question about the reference number,"Hi team, The onboarding checklist for the new interns is ready for your sign off. Payroll has confirmed that the revised timesheets were processed on time. Payroll has confirmed that the revised timesheets were processed on time. Please find attached the minutes from yesterday's project review meeting.","Quick question about the reference number Hi team, The onboarding checklist for the new interns is ready for your sign off. Payroll has confirmed that the revised timesheets were processed on time. Payroll has confirmed that the revised timesheets were processed on time. Please find attached the minutes from yesterday's project review meeting.",0
131,team.updates@engineering.example.com,Update for your records,"Dear Customer, Confirm your password to restore full access to the customer portal. We appreciate your continued cooperation. Recruitment has scheduled three interviews for the analyst position. The document is waiting for your signature and expires at midnight tonight. Urgent action is required to keep your subscription active. The document is waiting for your signature and expires at midnight tonight. Your mailbox storage is full and outgoing messages are being blocked. Click here to verify !!!","Update for your records Dear Customer, Confirm your password to restore full access to the customer portal. We appreciate your continued cooperation. Recruitment has scheduled three interviews for the analyst position. The document is waiting for your signature and expires at midnight tonight. Urgent action is required to keep your subscription active. The document is waiting for your signature and expires at midnight tonight. Your mailbox storage is full and outgoing messages are being blocked. Click here to verify !!!",0
1331,s.iyer@partners.example.com,Sprint retrospective moved to Thursday,"Hi Sam, The server migration completed overnight with no reported downtime. Attached is the invoice for the consultancy hours logged in the last cycle. Payroll has confirmed that the revised timesheets were processed on time. The sprint retrospective has been moved to Thursday at eleven in the morning. Our supplier has confirmed the revised delivery schedule for next quarter.","Sprint retrospective moved to Thursday Hi Sam, The server migration completed overnight with no reported downtime. Attached is the invoice for the consultancy hours logged in the last cycle. Payroll has confirmed that the revised timesheets were processed on time. The sprint retrospective has been moved to Thursday at eleven in the morning. Our supplier has confirmed the revised delivery schedule for next quarter.",0
903,accounts.payable@vendor.example.org,Minutes from the project review,"Hi all, Thanks for turning the draft around so quickly, the changes look good to me. We will need one more reviewer before this pull request can be merged. Please find attached the minutes from yesterday's project review meeting. Thanks for turning the draft around so quickly, the changes look good to me. The sprint retrospective has been moved to Thursday at eleven in the morning. The release notes for version four have been published on the internal wiki. Please find attached the minutes from yesterday's project review meeting. Our supplier has confirmed the revised delivery schedule for next quarter.","Minutes from the project review Hi all, Thanks for turning the draft around so quickly, the changes look good to me. We will need one more reviewer before this pull request can be merged. Please find attached the minutes from yesterday's project review meeting. Thanks for turning the draft around so quickly, the changes look good to me. The sprint retrospective has been moved to Thursday at eleven in the morning. The release notes for version four have been published on the internal wiki. Please find attached the minutes from yesterday's project review meeting. Our supplier has confirmed the revised delivery schedule for next quarter.",0
2198,alerts@id-confirm.example.net,Re: Failed Delivery Attempt - Reschedule Now,"Dear Customer, Our security team detected an unauthorised attempt from a foreign IP address. The office will be closed on Monday for the scheduled facilities maintenance. I have added your name to the distribution list for the monthly newsletter. Congratulations, you are the lucky winner of this quarter draw. Your package could not be delivered, reschedule using the tracking link. Reply with your employee ID and one time passcode to complete the check. Reply with your employee ID and one time passcode to complete the check. Act now, this security notice will expire in a few hours.","Re: Failed Delivery Attempt - Reschedule Now Dear Customer, Our security team detected an unauthorised attempt from a foreign IP address. The office will be closed on Monday for the scheduled facilities maintenance. I have added your name to the distribution list for the monthly newsletter. Congratulations, you are the lucky winner of this quarter draw. Your package could not be delivered, reschedule using the tracking link. Reply with your employee ID and one time passcode to complete the check. Reply with your employee ID and one time passcode to complete the check. Act now, this security notice will expire in a few hours.",1
341,accounts.payable@finance.example.com,Release notes v4.0 published,"Dear Customer, The onboarding checklist for the new interns is ready for your sign off. Thanks for turning the draft around so quickly, the changes look good to me. Please find attached the minutes from yesterday's project review meeting. The office will be closed on Monday for the scheduled facilities maintenance. Our security team detected an unauthorised attempt from a foreign IP address. Payroll has confirmed that the revised timesheets were processed on time. I have shared the updated budget worksheet on the team drive for your comments. Attaching the agenda so everyone can add items ahead of the session. Let me know if Tuesday afternoon works for the client walkthrough. Let me know if Tuesday afternoon works for the client walkthrough. Click here to verify !!","Release notes v4.0 published Dear Customer, The onboarding checklist for the new interns is ready for your sign off. Thanks for turning the draft around so quickly, the changes look good to me. Please find attached the minutes from yesterday's project review meeting. The office will be closed on Monday for the scheduled facilities maintenance. Our security team detected an unauthorised attempt from a foreign IP address. Payroll has confirmed that the revised timesheets were processed on time. I have shared the updated budget worksheet on the team drive for your comments. Attaching the agenda so everyone can add items ahead of the session. Let me know if Tuesday afternoon works for the client walkthrough. Let me know if Tuesday afternoon works for the client walkthrough. Click here to verify !!",0
888,accounts.payable@vendor.example.org,Sprint retrospective moved to Thursday,"Hi Sam, Payroll has confirmed that the revised timesheets were processed on time. Attaching the agenda so everyone can add items ahead of the session. Please review the risk register before Friday's steering committee call. Please review the risk register before Friday's steering committee call. Further information is available on request. Please find attached the minutes from yesterday's project review meeting. The server migration completed overnight with no reported downtime. The server migration completed overnight with no reported downtime. Attached is the invoice for the consultancy hours logged in the last cycle.","Sprint retrospective moved to Thursday Hi Sam, Payroll has confirmed that the revised timesheets were processed on time. Attaching the agenda so everyone can add items ahead of the session. Please review the risk register before Friday's steering committee call. Please review the risk register before Friday's steering committee call. Further information is available on request. Please find attached the minutes from yesterday's project review meeting. The server migration completed overnight with no reported downtime. The server migration completed overnight with no reported downtime. Attached is the invoice for the consultancy hours logged in the last cycle.",0
1014,support@mail-service.example.net,Congratulations! Claim Your Reward Today,"Dear Customer, Urgent action is required to keep your subscription active. Confirm your password to restore full access to the customer portal. You have been selected to receive a limited time reward, claim it before it expires. The document is waiting for your signature and expires at midnight tonight. !","Congratulations! Claim Your Reward Today Dear Customer, Urgent action is required to keep your subscription active. Confirm your password to restore full access to the customer portal. You have been selected to receive a limited time reward, claim it before it expires. The document is waiting for your signature and expires at midnight tonight. !",1
1969,accounts.payable@finance.example.com,Onboarding checklist for new interns,"Hi Arun, Our supplier has confirmed the revised delivery schedule for next quarter. Please review the risk register before Friday's steering committee call. Thanks for turning the draft around so quickly, the changes look good to me. Let me know if Tuesday afternoon works for the client walkthrough. Thanks for turning the draft around so quickly, the changes look good to me. Please review the risk register before Friday's steering committee call. The quarterly compliance training window opens at the start of next month. We will need one more reviewer before this pull request can be merged.","Onboarding checklist for new interns Hi Arun, Our supplier has confirmed the revised delivery schedule for next quarter. Please review the risk register before Friday's steering committee call. Thanks for turning the draft around so quickly, the changes look good to me. Let me know if Tuesday afternoon works for the client walkthrough. Thanks for turning the draft around so quickly, the changes look good to me. Please review the risk register before Friday's steering committee call. The quarterly compliance training window opens at the start of next month. We will need one more reviewer before this pull request can be merged.",0
1799,billing@security-alert.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Act now, this security notice will expire in a few hours. Your mailbox storage is full and outgoing messages are being blocked. You must verify your identity within 24 hours or access will be permanently revoked. Your mailbox storage is full and outgoing messages are being blocked. This is your final notice regarding the pending transaction on your account. Your package could not be delivered, reschedule using the tracking link. !!","Your Mailbox Is Full - Immediate Action Needed Dear Customer, Act now, this security notice will expire in a few hours. Your mailbox storage is full and outgoing messages are being blocked. You must verify your identity within 24 hours or access will be permanently revoked. Your mailbox storage is full and outgoing messages are being blocked. This is your final notice regarding the pending transaction on your account. Your package could not be delivered, reschedule using the tracking link. !!",1
2440,accounts.payable@vendor.example.org,Minutes from the project review,"Hi all, Let me know if Tuesday afternoon works for the client walkthrough. The design team has uploaded the latest mockups for a second opinion. Further information is available on request. Let me know if Tuesday afternoon works for the client walkthrough. Attached is the invoice for the consultancy hours logged in the last cycle. Let me know if Tuesday afternoon works for the client walkthrough. Please review the risk register before Friday's steering committee call.","Minutes from the project review Hi all, Let me know if Tuesday afternoon works for the client walkthrough. The design team has uploaded the latest mockups for a second opinion. Further information is available on request. Let me know if Tuesday afternoon works for the client walkthrough. Attached is the invoice for the consultancy hours logged in the last cycle. Let me know if Tuesday afternoon works for the client walkthrough. Please review the risk register before Friday's steering committee call.",1
1644,n.banerjee@vendor.example.org,Action Required - Verify Your Identity Now,"Hi team, The quarterly compliance training window opens at the start of next month. The office will be closed on Monday for the scheduled facilities maintenance. Further information is available on request. Attaching the agenda so everyone can add items ahead of the session. Confirm your password to restore full access to the customer portal. Update your billing information now to avoid an interruption of service. Thanks for turning the draft around so quickly, the changes look good to me. I am following up on the message sent earlier this week.","Action Required - Verify Your Identity Now Hi team, The quarterly compliance training window opens at the start of next month. The office will be closed on Monday for the scheduled facilities maintenance. Further information is available on request. Attaching the agenda so everyone can add items ahead of the session. Confirm your password to restore full access to the customer portal. Update your billing information now to avoid an interruption of service. Thanks for turning the draft around so quickly, the changes look good to me. I am following up on the message sent earlier this week.",1
1982,r.krishnan@finance.example.com,Final Notice: Payment Authorisation Pending,"Dear Customer, Click the secure link below to confirm your login credentials immediately. I am following up on the message sent earlier this week. Update your billing information now to avoid an interruption of service. Urgent action is required to keep your subscription active. Click here to verify !","Final Notice: Payment Authorisation Pending Dear Customer, Click the secure link below to confirm your login credentials immediately. I am following up on the message sent earlier this week. Update your billing information now to avoid an interruption of service. Urgent action is required to keep your subscription active. Click here to verify !",1
204,service-desk@notice-center.example.net,Your Mailbox Is Full - Immediate Action Needed,"Hi all, A copy of this notice has been retained for the record. Act now, this security notice will expire in a few hours. Recruitment has scheduled three interviews for the analyst position. We could not process your last payment, please resubmit your card details. Could you confirm whether the vendor quotation was received before the deadline.","Your Mailbox Is Full - Immediate Action Needed Hi all, A copy of this notice has been retained for the record. Act now, this security notice will expire in a few hours. Recruitment has scheduled three interviews for the analyst position. We could not process your last payment, please resubmit your card details. Could you confirm whether the vendor quotation was received before the deadline.",0
