id,sender,subject,body,label
468,verification@account-support.example.net,Important: Confirm Your Billing Information,"Hi Sam, Our security team detected an unauthorised attempt from a foreign IP address. Your package could not be delivered, reschedule using the tracking link. Regards and best wishes for the week ahead. The document is waiting for your signature and expires at midnight tonight. Update your billing information now to avoid an interruption of service. Verify your details using the form attached to this message. A copy of this notice has been retained for the record. We could not process your last payment, please resubmit your card details. Our security team detected an unauthorised attempt from a foreign IP address. Congratulations, you are the lucky winner of this quarter draw. http://notice-center.example.net/update/account?id=35229 http://id-confirm.example.net/update/account?id=65617 http://bit.example.net/576211",1
1730,verification@secure-verify.example.net,URGENT: Your account will be suspended,"Hi Arun, The release notes for version four have been published on the internal wiki. Your package could not be delivered, reschedule using the tracking link. Thanks for turning the draft around so quickly, the changes look good to me. Please do not share this message with anyone in your organisation. The quarterly compliance training window opens at the start of next month. The onboarding checklist for the new interns is ready for your sign off. http://bit.example.net/675065",1
1013,verification@customer-desk.example.net,Update for your records,"Hi team, Please find attached the minutes from yesterday's project review meeting. We could not process your last payment, please resubmit your card details. Please find attached the minutes from yesterday's project review meeting. The office will be closed on Monday for the scheduled facilities maintenance. Attaching the agenda so everyone can add items ahead of the session. Kindly refer to the details provided below. The office will be closed on Monday for the scheduled facilities maintenance.",0
2337,accounts.payable@partners.example.com,Following up on my earlier message,"Hi all, Please find attached the minutes from yesterday's project review meeting. We will need one more reviewer before this pull request can be merged. The quarterly compliance training window opens at the start of next month. The release notes for version four have been published on the internal wiki. Your package could not be delivered, reschedule using the tracking link.",0
347,billing@notice-center.example.net,Security Alert: Unusual Login Detected,"Dear Customer, Do reach out if any part of this is unclear. We could not process your last payment, please resubmit your card details. Thank you for your time and attention to this matter. Your mailbox storage is full and outgoing messages are being blocked. Urgent action is required to keep your subscription active. Verify your details using the form attached to this message. We could not process your last payment, please resubmit your card details. http://104.121.91.45/secure/login/verify.php !",1
1595,s.iyer@finance.example.com,Following up on my earlier message,"Hi team, The server migration completed overnight with no reported downtime. Thanks for turning the draft around so quickly, the changes look good to me. The onboarding checklist for the new interns is ready for your sign off. Attaching the agenda so everyone can add items ahead of the session. I have shared the updated budget worksheet on the team drive for your comments. I have shared the updated budget worksheet on the team drive for your comments. I have shared the updated budget worksheet on the team drive for your comments. The quarterly compliance training window opens at the start of next month. Attaching the agenda so everyone can add items ahead of the session. Kindly refer to the details provided below.",0
990,verification@mail-service.example.net,Release notes v4.0 published,"Hi Arun, Could you confirm whether the vendor quotation was received before the deadline. Let me know if Tuesday afternoon works for the client walkthrough. Could you confirm whether the vendor quotation was received before the deadline. The quarterly compliance training window opens at the start of next month.",0
2242,billing@billing-update.example.net,Congratulations! Claim Your Reward Today,"Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. Verify your details using the form attached to this message. Your package could not be delivered, reschedule using the tracking link. Your account has been temporarily suspended due to unusual sign in activity. Your mailbox storage is full and outgoing messages are being blocked. Your package could not be delivered, reschedule using the tracking link. <a href=""http://id-confirm.example.net/verify/account?id=18163"">Click here to verify</a> !!!",1
1483,security@security-alert.example.net,Security Alert: Unusual Login Detected,"Dear Customer, Failure to respond will result in the immediate closure of your account. The sprint retrospective has been moved to Thursday at eleven in the morning. Recruitment has scheduled three interviews for the analyst position. Regards and best wishes for the week ahead. The document is waiting for your signature and expires at midnight tonight. I have added your name to the distribution list for the monthly newsletter. Please let me know if you need anything else from my side. You must verify your identity within 24 hours or access will be permanently revoked. The onboarding checklist for the new interns is ready for your sign off. Please do not share this message with anyone in your organisation. https://engineering.example.com/drive/agenda !!",1
715,support@security-alert.example.net,Important: Confirm Your Billing Information,"Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. Act now, this security notice will expire in a few hours. Please do not share this message with anyone in your organisation. The document is waiting for your signature and expires at midnight tonight. Verify your details using the form attached to this message. You have been selected to receive a limited time reward, claim it before it expires. http://170.30.196.192/secure/login/verify.php http://bit.example.net/159511 http://168.152.200.219/secure/login/verify.php <a href=""http://bit.example.net/386011"">Click here to verify</a> !!!",1
9,no-reply@mail-service.example.net,Quick question about the reference number,"Dear Customer, Your package could not be delivered, reschedule using the tracking link. Our security team detected an unauthorised attempt from a foreign IP address. Failure to respond will result in the immediate closure of your account. Recruitment has scheduled three interviews for the analyst position. Act now, this security notice will expire in a few hours. Attached is the invoice for the consultancy hours logged in the last cycle. Attaching the agenda so everyone can add items ahead of the session. Confirm your password to restore full access to the customer portal. A payment of nine hundred dollars is awaiting your authorisation. http://id-confirm.example.net/confirm/account?id=97310 <a href=""http://bit.example.net/368908"">Click here to verify</a>",1
1668,accounts.payable@vendor.example.org,Updated budget worksheet for comment,"Hi all, A payment of nine hundred dollars is awaiting your authorisation. The office will be closed on Monday for the scheduled facilities maintenance. The design team has uploaded the latest mockups for a second opinion. The office will be closed on Monday for the scheduled facilities maintenance. The document is waiting for your signature and expires at midnight tonight.",0
1798,hr.notices@finance.example.com,Information you requested,"Hi Arun, The release notes for version four have been published on the internal wiki. The onboarding checklist for the new interns is ready for your sign off. The office will be closed on Monday for the scheduled facilities maintenance. Regards and best wishes for the week ahead. I am following up on the message sent earlier this week. Recruitment has scheduled three interviews for the analyst position. The release notes for version four have been published on the internal wiki. Attaching the agenda so everyone can add items ahead of the session. https://vendor.example.org/wiki/q2-report",0
285,s.iyer@partners.example.com,Facilities maintenance - office closed Monday,"Hi all, Attached is the invoice for the consultancy hours logged in the last cycle. The server migration completed overnight with no reported downtime. The server migration completed overnight with no reported downtime. We will need one more reviewer before this pull request can be merged. I have added your name to the distribution list for the monthly newsletter.",0
1652,no-reply@security-alert.example.net,Document Awaiting Your Signature - Expires Tonight,"Hi Priya, Thank you for your time and attention to this matter. Please review the risk register before Friday's steering committee call. The document is waiting for your signature and expires at midnight tonight. Update your billing information now to avoid an interruption of service. https://corp.example.com/invoices/q2-report <a href=""http://billing-update.example.net/confirm/account?id=27153"">Click here to verify</a>",0
444,accounts.payable@hr.example.com,Password Expiry Notification - Act Within 24 Hours,"Dear Customer, Kindly refer to the details provided below. Reply with your employee ID and one time passcode to complete the check. Attaching the agenda so everyone can add items ahead of the session. Kindly refer to the details provided below. You must verify your identity within 24 hours or access will be permanently revoked. Attaching the agenda so everyone can add items ahead of the session. https://partners.example.com/docs/q2-report http://234.151.98.136/secure/login/verify.php <a href=""http://bit.example.net/988376"">Click here to verify</a> !",1
1875,service-desk@billing-update.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, We appreciate your continued cooperation. Verify your details using the form attached to this message. We appreciate your continued cooperation. Confirm your password to restore full access to the customer portal. Reply with your employee ID and one time passcode to complete the check. We appreciate your continued cooperation. Your account has been temporarily suspended due to unusual sign in activity. Urgent action is required to keep your subscription active. We could not process your last payment, please resubmit your card details. !",1
830,service-desk@secure-verify.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. This is your final notice regarding the pending transaction on your account. Please let me know if you need anything else from my side. Update your billing information now to avoid an interruption of service. A payment of nine hundred dollars is awaiting your authorisation. Please do not share this message with anyone in your organisation. Update your billing information now to avoid an interruption of service. Confirm your password to restore full access to the customer portal. Act now, this security notice will expire in a few hours. Please review the risk register before Friday's steering committee call. https://partners.example.com/drive/agenda https://hr.example.com/invoices/q2-report http://bit.example.net/505444 <a href=""http://bit.example.net/583186"">Click here to verify</a>",1
99,hr.notices@hr.example.com,Minutes from the project review,"Hi all, The server migration completed overnight with no reported downtime. We will need one more reviewer before this pull request can be merged. Attached is the invoice for the consultancy hours logged in the last cycle. The office will be closed on Monday for the scheduled facilities maintenance. Thanks for turning the draft around so quickly, the changes look good to me. Thanks for turning the draft around so quickly, the changes look good to me. Attaching the agenda so everyone can add items ahead of the session. Let me know if Tuesday afternoon works for the client walkthrough. Please find attached the minutes from yesterday's project review meeting.",0
781,alerts@security-alert.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Your package could not be delivered, reschedule using the tracking link. Failure to respond will result in the immediate closure of your account. The onboarding checklist for the new interns is ready for your sign off. I have added your name to the distribution list for the monthly newsletter. A copy of this notice has been retained for the record. This is your final notice regarding the pending transaction on your account. You must verify your identity within 24 hours or access will be permanently revoked. https://engineering.example.com/invoices/q2-report",1
803,service-desk@secure-verify.example.net,Important: Confirm Your Billing Information,"Dear Customer, Your account has been temporarily suspended due to unusual sign in activity. Your account has been temporarily suspended due to unusual sign in activity. Your mailbox storage is full and outgoing messages are being blocked. Update your billing information now to avoid an interruption of service. Update your billing information now to avoid an interruption of service. http://47.20.146.106/secure/login/verify.php",1
495,support@id-confirm.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, Urgent action is required to keep your subscription active. Please review the risk register before Friday's steering committee call. Do reach out if any part of this is unclear. Failure to respond will result in the immediate closure of your account. https://engineering.example.com/docs/agenda http://customer-desk.example.net/verify/account?id=70281 http://bit.example.net/169833 !!",1
827,team.updates@vendor.example.org,URGENT: Your account will be suspended,"Hi Priya, Our security team detected an unauthorised attempt from a foreign IP address. I have shared the updated budget worksheet on the team drive for your comments. Update your billing information now to avoid an interruption of service. Payroll has confirmed that the revised timesheets were processed on time. Attaching the agenda so everyone can add items ahead of the session. A payment of nine hundred dollars is awaiting your authorisation. I have added your name to the distribution list for the monthly newsletter. Our security team detected an unauthorised attempt from a foreign IP address.",0
2487,no-reply@notice-center.example.net,Agenda for Friday's steering committee,"Dear Customer, The quarterly compliance training window opens at the start of next month. I am following up on the message sent earlier this week. Act now, this security notice will expire in a few hours. Your mailbox storage is full and outgoing messages are being blocked. Update your billing information now to avoid an interruption of service. Confirm your password to restore full access to the customer portal. You must verify your identity within 24 hours or access will be permanently revoked. You have been selected to receive a limited time reward, claim it before it expires. Could you confirm whether the vendor quotation was received before the deadline. https://finance.example.com/invoices/q2-report <a href=""http://68.118.91.72/secure/login/verify.php"">Click here to verify</a> !",1
1952,accounts.payable@partners.example.com,Server migration completed successfully,"Hi all, Recruitment has scheduled three interviews for the analyst position. We will need one more reviewer before this pull request can be merged. The office will be closed on Monday for the scheduled facilities maintenance. I have added your name to the distribution list for the monthly newsletter. I have shared the updated budget worksheet on the team drive for your comments. Let me know if Tuesday afternoon works for the client walkthrough. Attached is the invoice for the consultancy hours logged in the last cycle. I have shared the updated budget worksheet on the team drive for your comments. The sprint retrospective has been moved to Thursday at eleven in the morning. Please review the risk register before Friday's steering committee call.",0
1137,priya.sharma@partners.example.com,Sprint retrospective moved to Thursday,"Hi team, Payroll has confirmed that the revised timesheets were processed on time. The release notes for version four have been published on the internal wiki. The design team has uploaded the latest mockups for a second opinion. Please let me know if you need anything else from my side. Attached is the invoice for the consultancy hours logged in the last cycle. Please find attached the minutes from yesterday's project review meeting. The sprint retrospective has been moved to Thursday at eleven in the morning. The design team has uploaded the latest mockups for a second opinion. https://partners.example.com/drive/minutes",0
7,s.iyer@partners.example.com,Security Alert: Unusual Login Detected,"Hi team, Please find attached the minutes from yesterday's project review meeting. Recruitment has scheduled three interviews for the analyst position. I have added your name to the distribution list for the monthly newsletter. The release notes for version four have been published on the internal wiki. Attaching the agenda so everyone can add items ahead of the session. Could you confirm whether the vendor quotation was received before the deadline. Attached is the invoice for the consultancy hours logged in the last cycle. Please find attached the minutes from yesterday's project review meeting. A copy of this notice has been retained for the record. Thanks for turning the draft around so quickly, the changes look good to me. https://vendor.example.org/drive/q2-report <a href=""http://bit.example.net/581826"">Click here to verify</a>",0
1219,priya.sharma@engineering.example.com,Password Expiry Notification - Act Within 24 Hours,"Dear Customer, Please do not share this message with anyone in your organisation. Verify your details using the form attached to this message. Our security team detected an unauthorised attempt from a foreign IP address. Verify your details using the form attached to this message. Please do not share this message with anyone in your organisation. http://bit.example.net/298143 http://bit.example.net/323827 !!",1
2408,n.banerjee@engineering.example.com,Quick question about the reference number,"Hi Sam, Attached is the invoice for the consultancy hours logged in the last cycle. The quarterly compliance training window opens at the start of next month. We will need one more reviewer before this pull request can be merged. I have added your name to the distribution list for the monthly newsletter. We will need one more reviewer before this pull request can be merged. The release notes for version four have been published on the internal wiki. We will need one more reviewer before this pull request can be merged. https://partners.example.com/wiki/q2-report",0
868,alerts@secure-verify.example.net,Re: Failed Delivery Attempt - Reschedule Now,"Dear Customer, Update your billing information now to avoid an interruption of service. We could not process your last payment, please resubmit your card details. Congratulations, you are the lucky winner of this quarter draw. Your mailbox storage is full and outgoing messages are being blocked. Click the secure link below to confirm your login credentials immediately. Confirm your password to restore full access to the customer portal. Update your billing information now to avoid an interruption of service. Confirm your password to restore full access to the customer portal. Our security team detected an unauthorised attempt from a foreign IP address. Congratulations, you are the lucky winner of this quarter draw. !",1
902,s.iyer@finance.example.com,Agenda for Friday's steering committee,"Hi Sam, The design team has uploaded the latest mockups for a second opinion. Our supplier has confirmed the revised delivery schedule for next quarter. This is your final notice regarding the pending transaction on your account. I have shared the updated budget worksheet on the team drive for your comments. The quarterly compliance training window opens at the start of next month. Thanks for turning the draft around so quickly, the changes look good to me. <a href=""http://116.96.65.114/secure/login/verify.php"">Click here to verify</a>",0
580,r.krishnan@partners.example.com,Updated budget worksheet for comment,"Hi Arun, Payroll has confirmed that the revised timesheets were processed on time. We will need one more reviewer before this pull request can be merged. Please find attached the minutes from yesterday's project review meeting. The sprint retrospective has been moved to Thursday at eleven in the morning. Recruitment has scheduled three interviews for the analyst position. Payroll has confirmed that the revised timesheets were processed on time. The office will be closed on Monday for the scheduled facilities maintenance.",0
2390,service-desk@billing-update.example.net,URGENT: Your account will be suspended,"Dear Customer, I have added your name to the distribution list for the monthly newsletter. Act now, this security notice will expire in a few hours. We appreciate your continued cooperation. Attached is the invoice for the consultancy hours logged in the last cycle. You must verify your identity within 24 hours or access will be permanently revoked. Click the secure link below to confirm your login credentials immediately. You have been selected to receive a limited time reward, claim it before it expires. https://vendor.example.org/drive/agenda",0
485,r.krishnan@partners.example.com,Agenda for Friday's steering committee,"Dear Customer, I have shared the updated budget worksheet on the team drive for your comments. The office will be closed on Monday for the scheduled facilities maintenance. The onboarding checklist for the new interns is ready for your sign off. Attached is the invoice for the consultancy hours logged in the last cycle. Congratulations, you are the lucky winner of this quarter draw. Verify your details using the form attached to this message. Do reach out if any part of this is unclear.",0
644,security@billing-update.example.net,Action Required - Verify Your Identity Now,"Dear Customer, Urgent action is required to keep your subscription active. Confirm your password to restore full access to the customer portal. We could not process your last payment, please resubmit your card details. Please do not share this message with anyone in your organisation. This is your final notice regarding the pending transaction on your account. Our security team detected an unauthorised attempt from a foreign IP address. This is your final notice regarding the pending transaction on your account. http://129.207.138.223/secure/login/verify.php http://52.192.13.173/secure/login/verify.php <a href=""http://bit.example.net/320870"">Click here to verify</a> !!!",1
2436,support@mail-service.example.net,Security Alert: Unusual Login Detected,"Dear Customer, Thank you for your time and attention to this matter. Please do not share this message with anyone in your organisation. Urgent action is required to keep your subscription active. Please do not share this message with anyone in your organisation. Congratulations, you are the lucky winner of this quarter draw. This is your final notice regarding the pending transaction on your account. Please let me know if you need anything else from my side. Confirm your password to restore full access to the customer portal. Verify your details using the form attached to this message. http://40.15.96.15/secure/login/verify.php <a href=""http://bit.example.net/507209"">Click here to verify</a> !!",1
945,s.iyer@partners.example.com,Onboarding checklist for new interns,"Dear Customer, A payment of nine hundred dollars is awaiting your authorisation. A copy of this notice has been retained for the record. The office will be closed on Monday for the scheduled facilities maintenance. Could you confirm whether the vendor quotation was received before the deadline. Attached is the invoice for the consultancy hours logged in the last cycle. The design team has uploaded the latest mockups for a second opinion. Please review the risk register before Friday's steering committee call. Urgent action is required to keep your subscription active. Payroll has confirmed that the revised timesheets were processed on time. https://vendor.example.org/wiki/agenda",0
2010,security@security-alert.example.net,Updated budget worksheet for comment,"Dear Customer, Confirm your password to restore full access to the customer portal. The server migration completed overnight with no reported downtime. Our security team detected an unauthorised attempt from a foreign IP address. We will need one more reviewer before this pull request can be merged. Attaching the agenda so everyone can add items ahead of the session. The sprint retrospective has been moved to Thursday at eleven in the morning. Attached is the invoice for the consultancy hours logged in the last cycle. https://vendor.example.org/docs/minutes",0
1486,support@billing-update.example.net,Following up on my earlier message,"Dear Customer, Payroll has confirmed that the revised timesheets were processed on time. Verify your details using the form attached to this message. Your mailbox storage is full and outgoing messages are being blocked. Our security team detected an unauthorised attempt from a foreign IP address. Kindly refer to the details provided below. Your account has been temporarily suspended due to unusual sign in activity. A copy of this notice has been retained for the record. http://174.191.77.103/secure/login/verify.php http://68.235.134.236/secure/login/verify.php http://bit.example.net/331714 !!",1
3,arun.mehta@vendor.example.org,Agenda for Friday's steering committee,"Hi Arun, The design team has uploaded the latest mockups for a second opinion. Do reach out if any part of this is unclear. Thank you for your time and attention to this matter. Could you confirm whether the vendor quotation was received before the deadline. The design team has uploaded the latest mockups for a second opinion. Payroll has confirmed that the revised timesheets were processed on time. Could you confirm whether the vendor quotation was received before the deadline. The release notes for version four have been published on the internal wiki. Our supplier has confirmed the revised delivery schedule for next quarter. Payroll has confirmed that the revised timesheets were processed on time.",0
1037,verification@notice-center.example.net,Release notes v4.0 published,"Hi all, Attaching the agenda so everyone can add items ahead of the session. Kindly refer to the details provided below. A copy of this notice has been retained for the record. Please review the risk register before Friday's steering committee call. We will need one more reviewer before this pull request can be merged. https://finance.example.com/docs/checklist",0
266,service-desk@notice-center.example.net,Re: Failed Delivery Attempt - Reschedule Now,"Dear Customer, Failure to respond will result in the immediate closure of your account. The document is waiting for your signature and expires at midnight tonight. Your mailbox storage is full and outgoing messages are being blocked. The document is waiting for your signature and expires at midnight tonight. You must verify your identity within 24 hours or access will be permanently revoked. Act now, this security notice will expire in a few hours. The document is waiting for your signature and expires at midnight tonight. Confirm your password to restore full access to the customer portal. http://secure-verify.example.net/update/account?id=78018 http://bit.example.net/931177",1
1490,service-desk@billing-update.example.net,Re: Failed Delivery Attempt - Reschedule Now,"Dear Customer, This is your final notice regarding the pending transaction on your account. Congratulations, you are the lucky winner of this quarter draw. Confirm your password to restore full access to the customer portal. Attached is the invoice for the consultancy hours logged in the last cycle. https://partners.example.com/wiki/minutes !",1
749,hr.notices@partners.example.com,Password Expiry Notification - Act Within 24 Hours,"Hi Priya, Your account has been temporarily suspended due to unusual sign in activity. Could you confirm whether the vendor quotation was received before the deadline. Congratulations, you are the lucky winner of this quarter draw. The office will be closed on Monday for the scheduled facilities maintenance. A payment of nine hundred dollars is awaiting your authorisation. You must verify your identity within 24 hours or access will be permanently revoked. Recruitment has scheduled three interviews for the analyst position. http://206.33.188.51/secure/login/verify.php https://vendor.example.org/drive/q2-report https://engineering.example.com/docs/agenda !!",1
491,arun.mehta@engineering.example.com,Release notes v4.0 published,"Hi all, I have added your name to the distribution list for the monthly newsletter. The design team has uploaded the latest mockups for a second opinion. The sprint retrospective has been moved to Thursday at eleven in the morning. Our supplier has confirmed the revised delivery schedule for next quarter. Could you confirm whether the vendor quotation was received before the deadline.",0
1893,alerts@secure-verify.example.net,Re: Failed Delivery Attempt - Reschedule Now,"Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. We appreciate your continued cooperation. Your package could not be delivered, reschedule using the tracking link. The document is waiting for your signature and expires at midnight tonight. I have added your name to the distribution list for the monthly newsletter. Verify your details using the form attached to this message. This is your final notice regarding the pending transaction on your account. Please do not share this message with anyone in your organisation. Further information is available on request. You have been selected to receive a limited time reward, claim it before it expires. http://secure-verify.example.net/update/account?id=29799",1
1742,admin-team@billing-update.example.net,Congratulations! Claim Your Reward Today,"Dear Customer, You have been selected to receive a limited time reward, claim it before it expires. This is your final notice regarding the pending transaction on your account. The document is waiting for your signature and expires at midnight tonight. Verify your details using the form attached to this message. Reply with your employee ID and one time passcode to complete the check. Failure to respond will result in the immediate closure of your account. Your mailbox storage is full and outgoing messages are being blocked. You have been selected to receive a limited time reward, claim it before it expires. http://bit.example.net/140337 !",1
2078,hr.notices@vendor.example.org,Interview schedule for analyst role,"Hi team, Do reach out if any part of this is unclear. Please review the risk register before Friday's steering committee call. The office will be closed on Monday for the scheduled facilities maintenance. Payroll has confirmed that the revised timesheets were processed on time. The release notes for version four have been published on the internal wiki. Let me know if Tuesday afternoon works for the client walkthrough. The release notes for version four have been published on the internal wiki. Please find attached the minutes from yesterday's project review meeting. I have added your name to the distribution list for the monthly newsletter. Our supplier has confirmed the revised delivery schedule for next quarter. https://finance.example.com/wiki/agenda",0
445,support@secure-verify.example.net,Security Alert: Unusual Login Detected,"Dear Customer, Please review the risk register before Friday's steering committee call. Urgent action is required to keep your subscription active. Failure to respond will result in the immediate closure of your account. Click the secure link below to confirm your login credentials immediately. You have been selected to receive a limited time reward, claim it before it expires. We appreciate your continued cooperation. http://secure-verify.example.net/confirm/account?id=77784 !!",1
2202,accounts.payable@hr.example.com,Release notes v4.0 published,"Hi all, Thanks for turning the draft around so quickly, the changes look good to me. Could you confirm whether the vendor quotation was received before the deadline. Could you confirm whether the vendor quotation was received before the deadline. Recruitment has scheduled three interviews for the analyst position. Payroll has confirmed that the revised timesheets were processed on time. Could you confirm whether the vendor quotation was received before the deadline. Our supplier has confirmed the revised delivery schedule for next quarter. The quarterly compliance training window opens at the start of next month. https://finance.example.com/wiki/checklist",0
1246,admin-team@billing-update.example.net,URGENT: Your account will be suspended,"Dear Customer, Failure to respond will result in the immediate closure of your account. Thank you for your time and attention to this matter. Verify your details using the form attached to this message. Reply with your employee ID and one time passcode to complete the check. We could not process your last payment, please resubmit your card details. Urgent action is required to keep your subscription active. http://106.46.117.204/secure/login/verify.php http://20.31.94.42/secure/login/verify.php",1
1482,team.updates@finance.example.com,Server migration completed successfully,"Hi all, I have added your name to the distribution list for the monthly newsletter. Attaching the agenda so everyone can add items ahead of the session. This message relates to the reference number quoted above. Let me know if Tuesday afternoon works for the client walkthrough. We could not process your last payment, please resubmit your card details. !!!",0
617,arun.mehta@hr.example.com,Invoice for consultancy hours - Q2,"Hi all, I have added your name to the distribution list for the monthly newsletter. The quarterly compliance training window opens at the start of next month. The onboarding checklist for the new interns is ready for your sign off. The release notes for version four have been published on the internal wiki. https://finance.example.com/drive/minutes",0
1224,admin-team@secure-verify.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Please do not share this message with anyone in your organisation. Click the secure link below to confirm your login credentials immediately. This is your final notice regarding the pending transaction on your account. Regards and best wishes for the week ahead. Click the secure link below to confirm your login credentials immediately. http://32.160.172.225/secure/login/verify.php http://bit.example.net/313530 <a href=""http://secure-verify.example.net/verify/account?id=37243"">Click here to verify</a>",1
2425,service-desk@customer-desk.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, The document is waiting for your signature and expires at midnight tonight. We will need one more reviewer before this pull request can be merged. You have been selected to receive a limited time reward, claim it before it expires. Confirm your password to restore full access to the customer portal. A payment of nine hundred dollars is awaiting your authorisation. I have added your name to the distribution list for the monthly newsletter. Kindly refer to the details provided below. Your package could not be delivered, reschedule using the tracking link. http://bit.example.net/499189 !!!",1
2270,s.iyer@vendor.example.org,Server migration completed successfully,"Hi Sam, Your mailbox storage is full and outgoing messages are being blocked. The design team has uploaded the latest mockups for a second opinion. Your mailbox storage is full and outgoing messages are being blocked. I have shared the updated budget worksheet on the team drive for your comments. We will need one more reviewer before this pull request can be merged. Please find attached the minutes from yesterday's project review meeting. The server migration completed overnight with no reported downtime. The server migration completed overnight with no reported downtime. Click the secure link below to confirm your login credentials immediately. https://corp.example.com/invoices/minutes",0
1655,support@mail-service.example.net,Quick question about the reference number,"Dear Customer, Do reach out if any part of this is unclear. Failure to respond will result in the immediate closure of your account. We could not process your last payment, please resubmit your card details. Verify your details using the form attached to this message. Reply with your employee ID and one time passcode to complete the check. Verify your details using the form attached to this message. Your account has been temporarily suspended due to unusual sign in activity. A payment of nine hundred dollars is awaiting your authorisation. Kindly refer to the details provided below. http://secure-verify.example.net/update/account?id=31792 http://55.192.144.97/secure/login/verify.php http://63.18.123.89/secure/login/verify.php <a href=""http://37.127.105.161/secure/login/verify.php"">Click here to verify</a>",1
1029,service-desk@account-support.example.net,Important: Confirm Your Billing Information,"Dear Customer, Our security team detected an unauthorised attempt from a foreign IP address. Update your billing information now to avoid an interruption of service. Your mailbox storage is full and outgoing messages are being blocked. The document is waiting for your signature and expires at midnight tonight. Verify your details using the form attached to this message. Further information is available on request. We will need one more reviewer before this pull request can be merged. Verify your details using the form attached to this message. Please do not share this message with anyone in your organisation. !!",1
944,hr.notices@corp.example.com,Quick question about the reference number,"Hi all, Thank you for your time and attention to this matter. Kindly refer to the details provided below. The quarterly compliance training window opens at the start of next month. The onboarding checklist for the new interns is ready for your sign off. Thank you for your time and attention to this matter. I have shared the updated budget worksheet on the team drive for your comments. https://vendor.example.org/wiki/agenda",0
2486,no-reply@billing-update.example.net,Congratulations! Claim Your Reward Today,"Dear Customer, A payment of nine hundred dollars is awaiting your authorisation. The document is waiting for your signature and expires at midnight tonight. Your account has been temporarily suspended due to unusual sign in activity. Attached is the invoice for the consultancy hours logged in the last cycle. You must verify your identity within 24 hours or access will be permanently revoked. The quarterly compliance training window opens at the start of next month. Update your billing information now to avoid an interruption of service. Urgent action is required to keep your subscription active. http://bit.example.net/332905 !",1
517,billing@id-confirm.example.net,Sprint retrospective moved to Thursday,"Hi all, The office will be closed on Monday for the scheduled facilities maintenance. Kindly refer to the details provided below. The quarterly compliance training window opens at the start of next month. Please find attached the minutes from yesterday's project review meeting. Attached is the invoice for the consultancy hours logged in the last cycle. Click the secure link below to confirm your login credentials immediately. !!!",0
479,service-desk@billing-update.example.net,Following up on my earlier message,"Dear Customer, Your package could not be delivered, reschedule using the tracking link. Your package could not be delivered, reschedule using the tracking link. You must verify your identity within 24 hours or access will be permanently revoked. The server migration completed overnight with no reported downtime. Our security team detected an unauthorised attempt from a foreign IP address. We could not process your last payment, please resubmit your card details. Confirm your password to restore full access to the customer portal. We could not process your last payment, please resubmit your card details. You must verify your identity within 24 hours or access will be permanently revoked. Please review the risk register before Friday's steering committee call. http://81.63.170.129/secure/login/verify.php http://234.166.143.81/secure/login/verify.php !!!",1
799,service-desk@customer-desk.example.net,Information you requested,"Dear Customer, Verify your details using the form attached to this message. Our security team detected an unauthorised attempt from a foreign IP address. Thanks for turning the draft around so quickly, the changes look good to me. This is your final notice regarding the pending transaction on your account. http://bit.example.net/687262 http://83.111.212.142/secure/login/verify.php http://customer-desk.example.net/verify/account?id=64517",1
2082,team.updates@finance.example.com,Your Mailbox Is Full - Immediate Action Needed,"Hi team, Thanks for turning the draft around so quickly, the changes look good to me. The quarterly compliance training window opens at the start of next month. I have shared the updated budget worksheet on the team drive for your comments. Our supplier has confirmed the revised delivery schedule for next quarter. Please do not share this message with anyone in your organisation. Payroll has confirmed that the revised timesheets were processed on time. Thank you for your time and attention to this matter. http://billing-update.example.net/verify/account?id=63552",0
1268,s.iyer@engineering.example.com,Release notes v4.0 published,"Hi all, Please review the risk register before Friday's steering committee call. Attaching the agenda so everyone can add items ahead of the session. Thanks for turning the draft around so quickly, the changes look good to me. The onboarding checklist for the new interns is ready for your sign off. We will need one more reviewer before this pull request can be merged. Recruitment has scheduled three interviews for the analyst position. Please review the risk register before Friday's steering committee call. Attaching the agenda so everyone can add items ahead of the session.",0
8,hr.notices@partners.example.com,Facilities maintenance - office closed Monday,"Hi Arun, Recruitment has scheduled three interviews for the analyst position. Regards and best wishes for the week ahead. Do reach out if any part of this is unclear. The server migration completed overnight with no reported downtime. I have added your name to the distribution list for the monthly newsletter. Payroll has confirmed that the revised timesheets were processed on time. The release notes for version four have been published on the internal wiki. The sprint retrospective has been moved to Thursday at eleven in the morning. Recruitment has scheduled three interviews for the analyst position. https://vendor.example.org/drive/q2-report",0
